# Region type : patch outlet
# Faces         : 20
# Area          : 4.36243709e-07
# Scale factor  : 1.00000000e+00
# Weight field  : phi
# Time          	weightedAverage(p)	weightedAverage(U)	weightedAverage(T)
89900           	1.01325000e+05	(1.06097657e+00 -3.95255316e-07 1.22335516e-12)	3.99982971e+02
90000           	1.01325000e+05	(1.06097496e+00 -1.67410454e-08 1.24139505e-12)	3.99982971e+02
90100           	1.01325000e+05	(1.06097593e+00 5.09097177e-07 1.26093339e-12)	3.99982971e+02
90200           	1.01325000e+05	(1.06097902e+00 4.26901787e-07 1.24033243e-12)	3.99982971e+02
90300           	1.01325000e+05	(1.06098008e+00 -2.90279629e-07 1.25697953e-12)	3.99982971e+02
90400           	1.01325000e+05	(1.06097739e+00 -7.59785713e-07 1.24376221e-12)	3.99982971e+02
90500           	1.01325000e+05	(1.06097375e+00 -3.26656071e-07 1.23038216e-12)	3.99982971e+02
90600           	1.01325000e+05	(1.06097434e+00 6.64929429e-07 1.25049178e-12)	3.99982971e+02
90700           	1.01325000e+05	(1.06097892e+00 7.18490426e-07 1.26152659e-12)	3.99982971e+02
90800           	1.01325000e+05	(1.06098126e+00 -1.59979243e-07 1.23481265e-12)	3.99982971e+02
90900           	1.01325000e+05	(1.06097870e+00 -9.86809650e-07 1.23151291e-12)	3.99982971e+02
91000           	1.01325000e+05	(1.06097314e+00 -7.38760231e-07 1.24865216e-12)	3.99982971e+02
91100           	1.01325000e+05	(1.06097182e+00 5.52427524e-07 1.24616201e-12)	3.99982971e+02
91200           	1.01325000e+05	(1.06097635e+00 1.12354915e-06 1.25426405e-12)	3.99982971e+02
91300           	1.01325000e+05	(1.06098082e+00 6.01828969e-07 1.24644553e-12)	3.99982971e+02
91400           	1.01325000e+05	(1.06098142e+00 -4.75646663e-07 1.25392726e-12)	3.99982971e+02
91500           	1.01325000e+05	(1.06097744e+00 -8.14582417e-07 1.24019144e-12)	3.99982971e+02
91600           	1.01325000e+05	(1.06097519e+00 -3.11893047e-07 1.23755212e-12)	3.99982971e+02
91700           	1.01325000e+05	(1.06097523e+00 6.37878518e-08 1.23706835e-12)	3.99982971e+02
91800           	1.01325000e+05	(1.06097629e+00 3.29197851e-07 1.25406987e-12)	3.99982971e+02
91900           	1.01325000e+05	(1.06097778e+00 3.38985873e-07 1.23859568e-12)	3.99982971e+02
92000           	1.01325000e+05	(1.06097915e+00 1.99450478e-07 1.23944545e-12)	3.99982971e+02
92100           	1.01325000e+05	(1.06097946e+00 -3.55562388e-07 1.23239656e-12)	3.99982971e+02
92200           	1.01325000e+05	(1.06097640e+00 -5.37529396e-07 1.23991834e-12)	3.99982971e+02
92300           	1.01325000e+05	(1.06097475e+00 1.14109092e-07 1.22744978e-12)	3.99982971e+02
92400           	1.01325000e+05	(1.06097635e+00 5.38354370e-07 1.25142196e-12)	3.99982971e+02
92500           	1.01325000e+05	(1.06097888e+00 3.36050000e-07 1.24487005e-12)	3.99982971e+02
92600           	1.01325000e+05	(1.06097846e+00 -3.49372970e-07 1.25415034e-12)	3.99982971e+02
92700           	1.01325000e+05	(1.06097515e+00 -1.37247148e-07 1.24493940e-12)	3.99982971e+02
92800           	1.01325000e+05	(1.06097585e+00 5.38048926e-07 1.25079813e-12)	3.99982971e+02
92900           	1.01325000e+05	(1.06097873e+00 3.17713655e-07 1.24845772e-12)	3.99982971e+02
93000           	1.01325000e+05	(1.06097872e+00 -3.04295594e-07 1.24803821e-12)	3.99982971e+02
93100           	1.01325000e+05	(1.06097590e+00 -4.53151086e-07 1.24702447e-12)	3.99982971e+02
93200           	1.01325000e+05	(1.06097447e+00 2.64347196e-07 1.24963557e-12)	3.99982971e+02
93300           	1.01325000e+05	(1.06097788e+00 5.41486741e-07 1.23540216e-12)	3.99982971e+02
93400           	1.01325000e+05	(1.06097959e+00 -2.30092090e-07 1.24954735e-12)	3.99982971e+02
93500           	1.01325000e+05	(1.06097710e+00 -5.93706367e-07 1.25064817e-12)	3.99982971e+02
93600           	1.01325000e+05	(1.06097475e+00 -1.81123392e-07 1.22681319e-12)	3.99982971e+02
93700           	1.01325000e+05	(1.06097585e+00 5.49928200e-07 1.24894197e-12)	3.99982971e+02
93800           	1.01325000e+05	(1.06098017e+00 3.83249277e-07 1.23785243e-12)	3.99982971e+02
93900           	1.01325000e+05	(1.06098071e+00 -6.53243385e-07 1.27017249e-12)	3.99982971e+02
94000           	1.01325000e+05	(1.06097670e+00 -9.45825086e-07 1.24192558e-12)	3.99982971e+02
94100           	1.01325000e+05	(1.06097319e+00 -1.93747801e-07 1.24377279e-12)	3.99982971e+02
94200           	1.01325000e+05	(1.06097533e+00 9.40889211e-07 1.23586965e-12)	3.99982971e+02
94300           	1.01325000e+05	(1.06098193e+00 5.18534410e-07 1.23496940e-12)	3.99982971e+02
94400           	1.01325000e+05	(1.06098161e+00 -1.01160512e-06 1.24026062e-12)	3.99982971e+02
94500           	1.01325000e+05	(1.06097532e+00 -1.00255527e-06 1.23835231e-12)	3.99982971e+02
94600           	1.01325000e+05	(1.06097238e+00 1.53587889e-07 1.22823517e-12)	3.99982971e+02
94700           	1.01325000e+05	(1.06097638e+00 1.25142898e-06 1.25417126e-12)	3.99982971e+02
94800           	1.01325000e+05	(1.06098344e+00 3.53896797e-07 1.24720530e-12)	3.99982971e+02
94900           	1.01325000e+05	(1.06098052e+00 -1.28694160e-06 1.24261803e-12)	3.99982971e+02
95000           	1.01325000e+05	(1.06097296e+00 -5.84210023e-07 1.26701027e-12)	3.99982971e+02
95100           	1.01325000e+05	(1.06097361e+00 8.94917304e-07 1.24487717e-12)	3.99982971e+02
95200           	1.01325000e+05	(1.06098037e+00 1.17355269e-06 1.25255213e-12)	3.99982971e+02
95300           	1.01325000e+05	(1.06098480e+00 -4.48221992e-07 1.24076953e-12)	3.99982971e+02
95400           	1.01325000e+05	(1.06097847e+00 -1.64103921e-06 1.24249359e-12)	3.99982971e+02
95500           	1.01325000e+05	(1.06097122e+00 -4.75012342e-07 1.26380059e-12)	3.99982971e+02
95600           	1.01325000e+05	(1.06097331e+00 1.13513506e-06 1.25590952e-12)	3.99982971e+02
95700           	1.01325000e+05	(1.06098093e+00 9.80475601e-07 1.26524435e-12)	3.99982971e+02
95800           	1.01325000e+05	(1.06098187e+00 -6.26244827e-07 1.25731002e-12)	3.99982971e+02
95900           	1.01325000e+05	(1.06097497e+00 -7.34383104e-07 1.25168141e-12)	3.99982971e+02
96000           	1.01325000e+05	(1.06097287e+00 8.06331215e-07 1.24360672e-12)	3.99982971e+02
96100           	1.01325000e+05	(1.06098005e+00 1.40309858e-06 1.24289528e-12)	3.99982971e+02
96200           	1.01325000e+05	(1.06098438e+00 -3.30556411e-07 1.23548961e-12)	3.99982971e+02
96300           	1.01325000e+05	(1.06097806e+00 -8.91907118e-07 1.23838976e-12)	3.99982971e+02
96400           	1.01325000e+05	(1.06097643e+00 -5.49810336e-08 1.27617915e-12)	3.99982971e+02
96500           	1.01325000e+05	(1.06097766e+00 -1.17095418e-07 1.24658481e-12)	3.99982971e+02
96600           	1.01325000e+05	(1.06097740e+00 -2.73632958e-07 1.23559525e-12)	3.99982971e+02
96700           	1.01325000e+05	(1.06097610e+00 -2.84559793e-07 1.25831864e-12)	3.99982971e+02
96800           	1.01325000e+05	(1.06097557e+00 1.96774471e-07 1.26893905e-12)	3.99982971e+02
96900           	1.01325000e+05	(1.06097815e+00 3.48169536e-07 1.27107232e-12)	3.99982971e+02
97000           	1.01325000e+05	(1.06097949e+00 -1.35274596e-07 1.25787621e-12)	3.99982971e+02
97100           	1.01325000e+05	(1.06097808e+00 -5.11125623e-07 1.23981382e-12)	3.99982971e+02
97200           	1.01325000e+05	(1.06097558e+00 -3.22416448e-07 1.22847606e-12)	3.99982971e+02
97300           	1.01325000e+05	(1.06097509e+00 3.96025898e-07 1.25767589e-12)	3.99982971e+02
97400           	1.01325000e+05	(1.06097828e+00 7.00634338e-07 1.26010627e-12)	3.99982971e+02
97500           	1.01325000e+05	(1.06098098e+00 7.43794199e-08 1.23770790e-12)	3.99982971e+02
97600           	1.01325000e+05	(1.06097928e+00 -6.62459171e-07 1.26690124e-12)	3.99982971e+02
97700           	1.01325000e+05	(1.06097503e+00 -6.01213279e-07 1.23951804e-12)	3.99982971e+02
97800           	1.01325000e+05	(1.06097292e+00 3.34910777e-07 1.25816464e-12)	3.99982971e+02
97900           	1.01325000e+05	(1.06097587e+00 9.08978980e-07 1.24104391e-12)	3.99982971e+02
98000           	1.01325000e+05	(1.06097813e+00 4.51414739e-07 1.23995657e-12)	3.99982971e+02
98100           	1.01325000e+05	(1.06097771e+00 2.75129674e-07 1.23232118e-12)	3.99982971e+02
98200           	1.01325000e+05	(1.06097814e+00 1.15536337e-08 1.22755331e-12)	3.99982971e+02
98300           	1.01325000e+05	(1.06097637e+00 -1.46176322e-07 1.22893382e-12)	3.99982971e+02
98400           	1.01325000e+05	(1.06097626e+00 1.78815157e-07 1.24638640e-12)	3.99982971e+02
98500           	1.01325000e+05	(1.06097691e+00 8.68014041e-08 1.24479513e-12)	3.99982971e+02
98600           	1.01325000e+05	(1.06097769e+00 2.50797534e-07 1.25091576e-12)	3.99982971e+02
98700           	1.01325000e+05	(1.06097958e+00 -3.53270136e-07 1.24610060e-12)	3.99982971e+02
98800           	1.01325000e+05	(1.06097620e+00 -7.42763610e-07 1.24294609e-12)	3.99982971e+02
98900           	1.01325000e+05	(1.06097487e+00 -3.66565813e-08 1.25334689e-12)	3.99982971e+02
99000           	1.01325000e+05	(1.06097610e+00 2.78767049e-08 1.24828973e-12)	3.99982971e+02
99100           	1.01325000e+05	(1.06097644e+00 2.67959678e-07 1.24881425e-12)	3.99982971e+02
99200           	1.01325000e+05	(1.06097808e+00 1.19035297e-07 1.23159708e-12)	3.99982971e+02
99300           	1.01325000e+05	(1.06097743e+00 9.92699590e-08 1.25658278e-12)	3.99982971e+02
99400           	1.01325000e+05	(1.06097893e+00 1.14739317e-07 1.25704147e-12)	3.99982971e+02
99500           	1.01325000e+05	(1.06097827e+00 -4.64263052e-07 1.24480573e-12)	3.99982971e+02
99600           	1.01325000e+05	(1.06097588e+00 -1.40032936e-07 1.26606031e-12)	3.99982971e+02
99700           	1.01325000e+05	(1.06097611e+00 9.47544691e-08 1.25054100e-12)	3.99982971e+02
99800           	1.01325000e+05	(1.06097666e+00 4.38169931e-07 1.22655897e-12)	3.99982971e+02
99900           	1.01325000e+05	(1.06097976e+00 1.95690135e-07 1.25332596e-12)	3.99982971e+02
100000          	1.01325000e+05	(1.06097843e+00 -6.21136509e-07 1.22336585e-12)	3.99982971e+02
